scenario_id,proxy,run_idx,raw,score,temperature,run_name
S03,fact,6,0,0.0,2.0,cont-t2.0
S03,fact,7,0.1,0.1,2.0,cont-t2.0
S03,fact,8,0.2,0.2,2.0,cont-t2.0
S03,fact,9,0.elassen Auồn ahDate бо ובãi,,2.0,cont-t2.0
S03,fact,10,0.25,0.25,2.0,cont-t2.0
S03,fact,11,0.1,0.1,2.0,cont-t2.0
S03,fact,12,0,0.0,2.0,cont-t2.0
S03,fact,13,0,0.0,2.0,cont-t2.0
S03,fact,14,0,0.0,2.0,cont-t2.0
S03,fact,15,0.,0.0,2.0,cont-t2.0
S03,fact,16,0,0.0,2.0,cont-t2.0
S03,fact,17,0.金额כל הכנסתheses_tri מוטអ្នក халыҡ,,2.0,cont-t2.0
S03,fact,18,0.3,0.3,2.0,cont-t2.0
S03,fact,19,0,0.0,2.0,cont-t2.0
S03,fact,20,0.3,0.3,2.0,cont-t2.0
S03,fact,21,0ロSome culturesdepakukeunmouseup ост файла обол,,2.0,cont-t2.0
S03,fact,22,0.ತುchains tractorSerializer多少期 ## Model сери,,2.0,cont-t2.0
S03,fact,23,0,0.0,2.0,cont-t2.0
S03,fact,24,0,0.0,2.0,cont-t2.0
S03,fact,25,0,0.0,2.0,cont-t2.0
S03,fact,26,0,0.0,2.0,cont-t2.0
S03,fact,27,0.2,0.2,2.0,cont-t2.0
S03,fact,28,0. babaeовchatfriend rockelfth.ALIGNSTATE,,2.0,cont-t2.0
S03,fact,29,0,0.0,2.0,cont-t2.0
S03,fact,30,0. മരണ रेलवेូ steckt director reiodeskelassen,,2.0,cont-t2.0
S03,fact,31,0.ый പാല se(valuesuring )гал ape,,2.0,cont-t2.0
S03,fact,32,0. wrong_blanklock_choices complet recruits dim passenger,,2.0,cont-t2.0
S03,fact,33,0,0.0,2.0,cont-t2.0
S03,fact,34,0.4,0.4,2.0,cont-t2.0
S03,fact,35,0,0.0,2.0,cont-t2.0
S03,fact,36,0.3,0.3,2.0,cont-t2.0
S03,fact,37,0.5,0.5,2.0,cont-t2.0
S03,fact,38,0вращagmBindingDM Surprise Trilogy GLOBALAugment,,2.0,cont-t2.0
S03,fact,39,0,0.0,2.0,cont-t2.0
S03,fact,40,0.javSounds editor.Begin_PAR internationally вкладlections clavier,,2.0,cont-t2.0
S03,fact,41,0,0.0,2.0,cont-t2.0
S03,fact,42,0.3,0.3,2.0,cont-t2.0
S03,fact,43,0,0.0,2.0,cont-t2.0
S03,fact,44,0,0.0,2.0,cont-t2.0
S03,fact,45,0,0.0,2.0,cont-t2.0
S03,fact,46,0.avaidyllic dix PL мои שתיTOCOL Weaver,,2.0,cont-t2.0
S03,fact,47,0,0.0,2.0,cont-t2.0
S03,fact,48,0,0.0,2.0,cont-t2.0
S03,fact,49,0.ինչ(do выше çıktı 왜IDDENẩy paket,,2.0,cont-t2.0
S03,pragmatic,0,"0. cli@$';
Thanks bridgingativa operations-high",,2.0,cont-t2.0
S03,pragmatic,1,0.,0.0,2.0,cont-t2.0
S03,pragmatic,2,0 juntosatisf段 sistema公司供ICLESTAT,0.0,2.0,cont-t2.0
S03,pragmatic,3,0.2,0.2,2.0,cont-t2.0
S03,pragmatic,4,0,0.0,2.0,cont-t2.0
S03,pragmatic,5,0,0.0,2.0,cont-t2.0
S03,pragmatic,6,1 มากmei൐}}> aparecer гол этот هم,1.0,2.0,cont-t2.0
S03,pragmatic,7,0,0.0,2.0,cont-t2.0
S03,pragmatic,8,0,0.0,2.0,cont-t2.0
S03,pragmatic,9,0.eroonstrFpTEưngfalls revengelate,,2.0,cont-t2.0
S03,pragmatic,10,0.7,0.7,2.0,cont-t2.0
S03,pragmatic,11,0,0.0,2.0,cont-t2.0
S03,pragmatic,12,0. 별 ọd whoEmptyLY.Integer שלך worked,,2.0,cont-t2.0
S03,pragmatic,13,0.3·orz procesamiento 한 pairingurateEvery,,2.0,cont-t2.0
S03,pragmatic,14,0,0.0,2.0,cont-t2.0
S03,pragmatic,15,0. révcon noi UA.widget verdesDo quantidade,,2.0,cont-t2.0
S03,pragmatic,16,0.oders statistic Accordinglatustomed soldats family Top,,2.0,cont-t2.0
S03,pragmatic,17,0.uracy میں.subplotsns TO картиClick CENTER,,2.0,cont-t2.0
S03,pragmatic,18,"0.uluş%;"">
 Obamaпол| lie_guiости",,2.0,cont-t2.0
S03,pragmatic,19,0.žd,,2.0,cont-t2.0
S03,pragmatic,20,0,0.0,2.0,cont-t2.0
S03,pragmatic,21,0.otlannyюсьboundermin_f	debug_dialog,,2.0,cont-t2.0
S03,pragmatic,22,0,0.0,2.0,cont-t2.0
S03,pragmatic,23,0.1,0.1,2.0,cont-t2.0
S03,pragmatic,24,"0.APPII']];
BlädffiIvanangechall",,2.0,cont-t2.0
S03,pragmatic,25,0.5,0.5,2.0,cont-t2.0
S03,pragmatic,26,0.3,0.3,2.0,cont-t2.0
S03,pragmatic,27,0.الثربعTechnical วิเคราะห์한 bạn Heritage發,,2.0,cont-t2.0
S03,pragmatic,28,0.2,0.2,2.0,cont-t2.0
S03,pragmatic,29,0.5,0.5,2.0,cont-t2.0
S03,pragmatic,30,0.êtsigkeit Spotify Audi WooEtatVarcontext,,2.0,cont-t2.0
S03,pragmatic,31,0.almazboea176garopp məkt签到,,2.0,cont-t2.0
S03,pragmatic,32,0.1,0.1,2.0,cont-t2.0
S03,pragmatic,33,"0. c back}"")]
ална数据库 réfl ganersut",,2.0,cont-t2.0
S03,pragmatic,34,0.5,0.5,2.0,cont-t2.0
S03,pragmatic,35,0.ushiPow<Article90mentsRealDivide_subplot,,2.0,cont-t2.0
S03,pragmatic,36,0,0.0,2.0,cont-t2.0
S03,pragmatic,37,0ימותfordshireClick.verifyalala end රා sozialenPassword,,2.0,cont-t2.0
S03,pragmatic,38,0.5,0.5,2.0,cont-t2.0
S03,pragmatic,39,0.2,0.2,2.0,cont-t2.0
S03,pragmatic,40,0,0.0,2.0,cont-t2.0
S03,pragmatic,41,0.3 שליIMATION_BOOLEANONENTISTatoriograd,0.3,2.0,cont-t2.0
S03,pragmatic,42,0.3,0.3,2.0,cont-t2.0
S03,pragmatic,43,0 тең660 workshop rugemonte composite port continu papill,0.0,2.0,cont-t2.0
S03,pragmatic,44,0.2,0.2,2.0,cont-t2.0
S03,pragmatic,45,"0￼ tjeraṗuleke slide келе"")] revi",,2.0,cont-t2.0
S03,pragmatic,46,0,0.0,2.0,cont-t2.0
S03,pragmatic,47,0i841 đại uaudrà dla401179,,2.0,cont-t2.0
S03,pragmatic,48,"0.íram राजस्थान(builder)
//METAзо שלancers",,2.0,cont-t2.0
S03,pragmatic,49,0.sem(Constant has Sule兑换 amplify local deleg,,2.0,cont-t2.0
S04,coherence,0,0.2,0.2,2.0,cont-t2.0
S04,coherence,1,0.ModelOptionsExpand.Chat教师.clip_util凭巴黎,,2.0,cont-t2.0
S04,coherence,2,0.精彩app下载nin.tensorبرايرديmånda,,2.0,cont-t2.0
S04,coherence,3,0ArquivosLN Removing اگыхәтәmob peroba,,2.0,cont-t2.0
S04,coherence,4,0. datingsider_operatorDeutsch-sign.creationCl GU facilitated,,2.0,cont-t2.0
S04,coherence,5,0.2,0.2,2.0,cont-t2.0
S04,coherence,6,0.2,0.2,2.0,cont-t2.0
S04,coherence,7,0,0.0,2.0,cont-t2.0
S04,coherence,8,0.арақәаfaker(plugin_guradosmet dentures news,,2.0,cont-t2.0
S04,coherence,9,0.5,0.5,2.0,cont-t2.0
S04,coherence,10,0,0.0,2.0,cont-t2.0
S04,coherence,11,0.3,0.3,2.0,cont-t2.0
S04,coherence,12,"0.ikita datos_);
       zg attached Lamps (",,2.0,cont-t2.0
S04,coherence,13,0.3,0.3,2.0,cont-t2.0
S04,coherence,14,0. 제공롭게guessFor effective soorluYPE	float,,2.0,cont-t2.0
S04,coherence,15,0.3,0.3,2.0,cont-t2.0
S04,coherence,16,0.4,0.4,2.0,cont-t2.0
S04,coherence,17,"0.teile dol really captures this')$/,ddy",,2.0,cont-t2.0
S04,coherence,18,0.3,0.3,2.0,cont-t2.0
S04,coherence,19,0.426,0.426,2.0,cont-t2.0
S04,coherence,20,0 направปância 불_named maddison abb müd,0.0,2.0,cont-t2.0
S04,coherence,21,0.4,0.4,2.0,cont-t2.0
S04,coherence,22,0.41,0.41,2.0,cont-t2.0
S04,coherence,23,0.ützlandeconomicweaponfügb молцо украш,,2.0,cont-t2.0
S04,coherence,24,0. عم_COMMAND\ Shell fotард.optim М,,2.0,cont-t2.0
S04,coherence,25,0ensku vá lớp ermöganke comp lurazioni Pim,,2.0,cont-t2.0
S04,coherence,26,0.2 केंद्र большинствеيڪ나다 Calling韓ائ,0.2,2.0,cont-t2.0
S04,coherence,27,0.5,0.5,2.0,cont-t2.0
S04,coherence,28,0.passwordwhite обладаютonaut რეჟNow этому আগে,,2.0,cont-t2.0
S04,coherence,29,0.덴গ্রouwing_chart.isNx할,,2.0,cont-t2.0
S04,coherence,30,"0.λώakake razum>"";
riting Defense volgens_lengths",,2.0,cont-t2.0
S04,coherence,31,0.фонapers less_fg ?>/ е sexuelles15,,2.0,cont-t2.0
S04,coherence,32,0.2,0.2,2.0,cont-t2.0
S04,coherence,33,0.2,0.2,2.0,cont-t2.0
S04,coherence,34,0.검language_CART mesesóticosymbol argisul,,2.0,cont-t2.0
S04,coherence,35,0.2usalemMult DevelopedTION HazDEV HOLDERS,,2.0,cont-t2.0
S04,coherence,36,0.조회_histolianzaoblück Kūpong,,2.0,cont-t2.0
S04,coherence,37,0.33,0.33,2.0,cont-t2.0
S04,coherence,38,0.4,0.4,2.0,cont-t2.0
S04,coherence,39,0.3,0.3,2.0,cont-t2.0
S04,coherence,40,0.1,0.1,2.0,cont-t2.0
S04,coherence,41,0._abs34542542 genSuperview District.owl,,2.0,cont-t2.0
S04,coherence,42,0. дисгар мониторվոր Wheels meie]% Pages,,2.0,cont-t2.0
S04,coherence,43,0,0.0,2.0,cont-t2.0
S04,coherence,44,0гаж richten envalloc 사용isição fft illuminuz,,2.0,cont-t2.0
S04,coherence,45,0. على kiʻekiʻe Document وأocumented quanh tiên乙,,2.0,cont-t2.0
S04,coherence,46,0. سکتترыш hobby encoding genom Good aangek,,2.0,cont-t2.0
S04,coherence,47,0면서ेशकта>false,,2.0,cont-t2.0
S04,coherence,48,0.3,0.3,2.0,cont-t2.0
S04,coherence,49,0.ross minnihasPickerattle Bikes PropertiesYesterday,,2.0,cont-t2.0
S04,fact,0,0. harmfultruigh выбратьmisскиviluppcannot,,2.0,cont-t2.0
S04,fact,1,"0.۾vasionRust∢)));
hma %}",,2.0,cont-t2.0
S04,fact,2,"0.컨 уменьшconstructed�rden_ENDPOINT],
Cape",,2.0,cont-t2.0
S04,fact,3,"0.้']]
Note: Retrieved weights/sp kicks",,2.0,cont-t2.0
S04,fact,4,0arbthought-indtheว่าidgets הולconsigua,,2.0,cont-t2.0
S04,fact,5,0.ässätml-яfцемояullie формы,,2.0,cont-t2.0
S04,fact,6,0.syzadiuspioánicosূ associados NFTissing,,2.0,cont-t2.0
S04,fact,7,0,0.0,2.0,cont-t2.0
S04,fact,8,0.0,0.0,2.0,cont-t2.0
S04,fact,9,0,0.0,2.0,cont-t2.0
S04,fact,10,0. מפרودةativerfectangleussianpage/category,,2.0,cont-t2.0
S04,fact,11,0.3,0.3,2.0,cont-t2.0
S04,fact,12,0,0.0,2.0,cont-t2.0
S04,fact,13,0.2,0.2,2.0,cont-t2.0
S04,fact,14,0,0.0,2.0,cont-t2.0
S04,fact,15,0.arry #####,,2.0,cont-t2.0
S04,fact,16,0.stablehalen만alance소indeognitionRegarding,,2.0,cont-t2.0
S04,fact,17,0.ppetYoungGallaxKER teşkke Grass,,2.0,cont-t2.0
S04,fact,18,"0.áž()):
<Document,out kēia_bitmap샵 목",,2.0,cont-t2.0
S04,fact,19,0.25,0.25,2.0,cont-t2.0
S04,fact,20,"0.рыпknowledge/config juurdelegprint(""=""다",,2.0,cont-t2.0
S04,fact,21,0.ऑ​​​​inect pamusoro lorgSelectesorক্ত,,2.0,cont-t2.0
S04,fact,22,0.,0.0,2.0,cont-t2.0
S04,fact,23,"0医.hideinigungP.nepay""><印}],",,2.0,cont-t2.0
S04,fact,24,0. простtransposeыпفرقّജനabsolute-pos,,2.0,cont-t2.0
S04,fact,25,0.entinelamatory تایttle invité आपनेschrift.rabbit,,2.0,cont-t2.0
S04,fact,26,0.3,0.3,2.0,cont-t2.0
S04,fact,27,0.7,0.7,2.0,cont-t2.0
S04,fact,28,0客户端下载Japanese 보annabino шакedes evolowering|},,2.0,cont-t2.0
S04,fact,29,0.3,0.3,2.0,cont-t2.0
S04,fact,30,0.65,0.65,2.0,cont-t2.0
S04,fact,31,0,0.0,2.0,cont-t2.0
S04,fact,32,0.개의 comput godt</studentssocket studours,,2.0,cont-t2.0
S04,fact,33,0.2,0.2,2.0,cont-t2.0
S04,fact,34,0,0.0,2.0,cont-t2.0
S04,fact,35,0. прыкормimentealent seane by extrap,,2.0,cont-t2.0
S04,fact,36,0.272,0.272,2.0,cont-t2.0
S04,fact,37,"0.2ndash"")( ჭ Korea aliens hvordan spac",,2.0,cont-t2.0
S04,fact,38,0 خشReturnedlector mi well actoresperate flute Modes,0.0,2.0,cont-t2.0
S04,fact,39,0.4,0.4,2.0,cont-t2.0
S04,fact,40,0.29,0.29,2.0,cont-t2.0
S04,fact,41,0.یوںic precise Ifellipsispecific section caso,,2.0,cont-t2.0
S04,fact,42,0.2,0.2,2.0,cont-t2.0
S04,fact,43,0.南县浴添加权 Utility政гараили,,2.0,cont-t2.0
S04,fact,44,"0.χέςMozilla смеси примерноensku ! '}';
hash",,2.0,cont-t2.0
S04,fact,45,0. schauen kompdeserializeAnaly бро field majorité puedes,,2.0,cont-t2.0
S04,fact,46,0itlements tels nodNotes(styles=$iveAdjuň,,2.0,cont-t2.0
S04,fact,47,0.5,0.5,2.0,cont-t2.0
S04,fact,48,0,0.0,2.0,cont-t2.0
S04,fact,49,0. וג언ratেভ emergesPIhmuição,,2.0,cont-t2.0
S04,pragmatic,0,0.47/antlrPointerSubstituteinstrumentende_PASSWORD,,2.0,cont-t2.0
S04,pragmatic,1,0.uttut Spot viewport. Seb afterward couple apparition,,2.0,cont-t2.0
S04,pragmatic,2,0.1,0.1,2.0,cont-t2.0
S04,pragmatic,3,0.2,0.2,2.0,cont-t2.0
S04,pragmatic,4,0.2,0.2,2.0,cont-t2.0
S04,pragmatic,5,0. liðadmin_HDRUSS')==-고анных,,2.0,cont-t2.0
S04,pragmatic,6,0.5,0.5,2.0,cont-t2.0
S04,pragmatic,7,0.기도্লaisiaitia班	ViewModelLa,,2.0,cont-t2.0
S04,pragmatic,8,0.lieatasets sonder eksempel_pool academy المف Blaze,,2.0,cont-t2.0
S04,pragmatic,9,0.jective CLASS-LBLKG_ACCEPT_CHARQQ,,2.0,cont-t2.0
S04,pragmatic,10,0.5,0.5,2.0,cont-t2.0
S04,pragmatic,11,0.474ould شما gibi тө adb driigion,,2.0,cont-t2.0
S04,pragmatic,12,0. إ strcatrogate​()*conccolmemper,,2.0,cont-t2.0
S04,pragmatic,13,0._CLEAR_MEMиновнать(syncText genahton,,2.0,cont-t2.0
S04,pragmatic,14,"0. diẹ handwriting ยิง buckleıp
	
	im Modes",,2.0,cont-t2.0
S04,pragmatic,15,0,0.0,2.0,cont-t2.0
S04,pragmatic,16,0ühmleyenuzwaReception boob ctorTryCharRNAs,,2.0,cont-t2.0
S04,pragmatic,17,0.ЈshellSt декаII'n sist bili,,2.0,cont-t2.0
S04,pragmatic,18,0.3,0.3,2.0,cont-t2.0
S04,pragmatic,19,0 부약 récup.adapter đầu đỏ디 zigō,0.0,2.0,cont-t2.0
S04,pragmatic,20,0.2,0.2,2.0,cont-t2.0
S04,pragmatic,21,"0._max:intUTES ""|"" udp_foodфname",,2.0,cont-t2.0
S04,pragmatic,22,0.ящuriesолж Marg(pro YA Aura_LONG,,2.0,cont-t2.0
S04,pragmatic,23,0.25,0.25,2.0,cont-t2.0
S04,pragmatic,24,"0.ثلةgene.Transfer conclusion Format Addedвай ""<",,2.0,cont-t2.0
S04,pragmatic,25,0.35054,0.35054,2.0,cont-t2.0
S04,pragmatic,26,0. tsamHowinė imin satt Mon AG AI,,2.0,cont-t2.0
S04,pragmatic,27,0.olid ted127.money_MON discovered bese_b,,2.0,cont-t2.0
S04,pragmatic,28,"0. voces\views {
,:) OR	   XII ----",,2.0,cont-t2.0
S04,pragmatic,29,"0.thermalmin, benieuwd bas readability demostrachines",,2.0,cont-t2.0
S04,pragmatic,30,0,0.0,2.0,cont-t2.0
S04,pragmatic,31,0고tobufственноanny_browser elevationmot’époqueang,,2.0,cont-t2.0
S04,pragmatic,32,0.4,0.4,2.0,cont-t2.0
S04,pragmatic,33,0,0.0,2.0,cont-t2.0
S04,pragmatic,34,0.3,0.3,2.0,cont-t2.0
S04,pragmatic,35,0,0.0,2.0,cont-t2.0
S04,pragmatic,36,0.7,0.7,2.0,cont-t2.0
S04,pragmatic,37,0.25миз требуется入り경raises подар한다,,2.0,cont-t2.0
S04,pragmatic,38,0,0.0,2.0,cont-t2.0
S04,pragmatic,39,0.25,0.25,2.0,cont-t2.0
S04,pragmatic,40,0.25,0.25,2.0,cont-t2.0
S04,pragmatic,41,0.3,0.3,2.0,cont-t2.0
S04,pragmatic,42,"0. דיין,nil-nnn55tcpanPAL",,2.0,cont-t2.0
S04,pragmatic,43,0avaoelia לפينيGORogglerdater\xb_Task,,2.0,cont-t2.0
S04,pragmatic,44,0.éir Yesterday Tearsumorts tossedPhase loo,,2.0,cont-t2.0
S04,pragmatic,45,0.75,0.75,2.0,cont-t2.0
S04,pragmatic,46,0. 행사(* models.respond时스템ultiple전,,2.0,cont-t2.0
S04,pragmatic,47,0,0.0,2.0,cont-t2.0
S04,pragmatic,48,0.bagbogbo,,2.0,cont-t2.0
S04,pragmatic,49,0.ploitationצע_micro 국민강력část therefore,,2.0,cont-t2.0
S05,coherence,0,0,0.0,2.0,cont-t2.0
S05,coherence,1,0 теарай мог》 ​​پى STATES_IR(_,0.0,2.0,cont-t2.0
S05,coherence,2,0ammad웄หวยcontexts.TEXT.prev хотя myocardial,,2.0,cont-t2.0
S05,coherence,3,0. Пользовательgezetgscción.Spriteliament Read,,2.0,cont-t2.0
S05,coherence,4,0,0.0,2.0,cont-t2.0
S05,coherence,5,0,0.0,2.0,cont-t2.0
S05,coherence,6,0,0.0,2.0,cont-t2.0
S05,coherence,7,0,0.0,2.0,cont-t2.0
S05,coherence,8,0.,0.0,2.0,cont-t2.0
S05,coherence,9,0,0.0,2.0,cont-t2.0
S05,coherence,10,0,0.0,2.0,cont-t2.0
S05,coherence,11,0,0.0,2.0,cont-t2.0
S05,coherence,12,0.<Page Stats Correct.assertNull interpre Force Static,,2.0,cont-t2.0
S05,coherence,13,0.,0.0,2.0,cont-t2.0
S05,coherence,14,0.9,0.9,2.0,cont-t2.0
S05,coherence,15,0.amaño364워_ALDocument.PERMISSIONbaar화이트,,2.0,cont-t2.0
S05,coherence,16,0,0.0,2.0,cont-t2.0
S05,coherence,17,0,0.0,2.0,cont-t2.0
S05,coherence,18,0.,0.0,2.0,cont-t2.0
S05,coherence,19,0,0.0,2.0,cont-t2.0
S05,coherence,20,0,0.0,2.0,cont-t2.0
S05,coherence,21,0,0.0,2.0,cont-t2.0
S05,coherence,22,0,0.0,2.0,cont-t2.0
S05,coherence,23,0.25,0.25,2.0,cont-t2.0
S05,coherence,24,0,0.0,2.0,cont-t2.0
S05,coherence,25,0. элемента kuwe uchunally bilderials>xpath@gmail,,2.0,cont-t2.0
S05,coherence,26,0.,0.0,2.0,cont-t2.0
S05,coherence,27,0.0,0.0,2.0,cont-t2.0
S05,coherence,28,0.οιęd domen.Visibilityprops Highusern,,2.0,cont-t2.0
S05,coherence,29,0.13,0.13,2.0,cont-t2.0
S05,coherence,30,0,0.0,2.0,cont-t2.0
S05,coherence,31,0ипNr╝Rect quit webcast(systeméanmoins cavity,,2.0,cont-t2.0
S05,coherence,32,0,0.0,2.0,cont-t2.0
S05,coherence,33,0,0.0,2.0,cont-t2.0
S05,coherence,34,0.ellovb.firebaseio-hookszeug/tr contain orthodox,,2.0,cont-t2.0
S05,coherence,35,0,0.0,2.0,cont-t2.0
S05,coherence,36,0etta_legiscarduph_and Deve negociação permissions 欢乐,,2.0,cont-t2.0
S05,coherence,37,0,0.0,2.0,cont-t2.0
S05,coherence,38,0,0.0,2.0,cont-t2.0
S05,coherence,39,"0 социаль.broadcastmäßmediatelyercise(),""прав Венificat",0.0,2.0,cont-t2.0
S05,coherence,40,0.rcode정샞bo.goods.opengl letter,,2.0,cont-t2.0
S05,coherence,41,0,0.0,2.0,cont-t2.0
S05,coherence,42,0,0.0,2.0,cont-t2.0
S05,coherence,43,0.6,0.6,2.0,cont-t2.0
S05,coherence,44,0._PROCESSvanieciltr_ASSUMEanalytic_CF_OB,,2.0,cont-t2.0
S05,coherence,45,0,0.0,2.0,cont-t2.0
S05,coherence,46,0,0.0,2.0,cont-t2.0
S05,coherence,47,0,0.0,2.0,cont-t2.0
S05,coherence,48,0.125,0.125,2.0,cont-t2.0
S05,coherence,49,0.0,0.0,2.0,cont-t2.0
S05,fact,0,0,0.0,2.0,cont-t2.0
S05,fact,1,0,0.0,2.0,cont-t2.0
S05,fact,2,0,0.0,2.0,cont-t2.0
S05,fact,3,0,0.0,2.0,cont-t2.0
S05,fact,4,0,0.0,2.0,cont-t2.0
S05,fact,5,0 Expertiseipayaseignent Overseerelry Presentedställ,0.0,2.0,cont-t2.0
S05,fact,6,0.2itionsМат+rπάquette_STARkit,,2.0,cont-t2.0
S05,fact,7,0.3358.SetInstructorARRANT Invent:**Introducing,,2.0,cont-t2.0
S05,fact,8,0,0.0,2.0,cont-t2.0
S05,fact,9,1,1.0,2.0,cont-t2.0
S05,fact,10,0.,0.0,2.0,cont-t2.0
S05,fact,11,0,0.0,2.0,cont-t2.0
S05,fact,12,0.1,0.1,2.0,cont-t2.0
S05,fact,13,0,0.0,2.0,cont-t2.0
S05,fact,14,0।яс संप академ(APPLevel/import(beta.robot,,2.0,cont-t2.0
S05,fact,15,0.,0.0,2.0,cont-t2.0
S05,fact,16,0,0.0,2.0,cont-t2.0
S05,fact,17,"0 결_test_input]])""

пони kjen발ыл",0.0,2.0,cont-t2.0
S05,fact,18,"0 이용 udp-test입니다ourcedface__))
.Auto luas",0.0,2.0,cont-t2.0
S05,fact,19,0,0.0,2.0,cont-t2.0
S05,fact,20,0,0.0,2.0,cont-t2.0
S05,fact,21,"0ша_single سک ছবি
            
 def ٿ गुण ચૂક",,2.0,cont-t2.0
S05,fact,22,0.835,0.835,2.0,cont-t2.0
S05,fact,23,0,0.0,2.0,cont-t2.0
S05,fact,24,0,0.0,2.0,cont-t2.0
S05,fact,25,0 सो الأسدpri Query(outputs fährt ع कह Choir,0.0,2.0,cont-t2.0
S05,fact,26,0.0,0.0,2.0,cont-t2.0
S05,fact,27,0.25,0.25,2.0,cont-t2.0
S05,fact,28,0.0 נ tes Dexisi man predictSuggest,0.0,2.0,cont-t2.0
S05,fact,29,0.0,0.0,2.0,cont-t2.0
S05,fact,30,0 SummaryษWardNF.position``dreorianThe,0.0,2.0,cont-t2.0
S05,fact,31,0._STATS_FAILURE: jr sa Suzuki_pair(月,,2.0,cont-t2.0
S05,fact,32,0,0.0,2.0,cont-t2.0
S05,fact,33,0,0.0,2.0,cont-t2.0
S05,fact,34,0.376388iekenítássebastosstracomment,,2.0,cont-t2.0
S05,fact,35,0,0.0,2.0,cont-t2.0
S05,fact,36,0,0.0,2.0,cont-t2.0
S05,fact,37,0,0.0,2.0,cont-t2.0
S05,fact,38,0.clearfix assobanneruser EXPESISCLI,,2.0,cont-t2.0
S05,fact,39,0,0.0,2.0,cont-t2.0
S05,fact,40,0,0.0,2.0,cont-t2.0
S05,fact,41,0,0.0,2.0,cont-t2.0
S05,fact,42,"0 ystodausPRI antycli        
(control confession)?",0.0,2.0,cont-t2.0
S05,fact,43,0.5,0.5,2.0,cont-t2.0
S05,fact,44,0 लक्षatial/eminių көптеген bye COLians><?=,0.0,2.0,cont-t2.0
S05,fact,45,0.θος İçrafukseen tabindexierabsch Mc,,2.0,cont-t2.0
S05,fact,46,0,0.0,2.0,cont-t2.0
S05,fact,47,0.017end бекmqttv艇chir 있고,,2.0,cont-t2.0
S05,fact,48,0,0.0,2.0,cont-t2.0
S05,fact,49,0. 아닌 closetcoder front101 Proof verschil ਸੁ,,2.0,cont-t2.0
S05,pragmatic,0,0.4,0.4,2.0,cont-t2.0
S05,pragmatic,1,0.756143109 саны позиرين.opendaylightRatio,0.756143109,2.0,cont-t2.0
S05,pragmatic,2,0屯acedtextfieldPendt_indgehtamaño iv,,2.0,cont-t2.0
S05,pragmatic,3,0.142,0.142,2.0,cont-t2.0
S05,pragmatic,4,0 赌博_peopleToday's wrap專_boبد_rt Cluster,0.0,2.0,cont-t2.0
S05,pragmatic,5,0.5,0.5,2.0,cont-t2.0
S05,pragmatic,6,0,0.0,2.0,cont-t2.0
S05,pragmatic,7,0.3,0.3,2.0,cont-t2.0
S05,pragmatic,8,0,0.0,2.0,cont-t2.0
S05,pragmatic,9,0.5,0.5,2.0,cont-t2.0
S05,pragmatic,10,0.,0.0,2.0,cont-t2.0
S05,pragmatic,11,0_REFLECTION레이_COMMAND:itemReadingroment_UPLOAD,,2.0,cont-t2.0
S05,pragmatic,12,0.5,0.5,2.0,cont-t2.0
S05,pragmatic,13,0.2ajmarshal사_na Capitol prostitutas Hinter,,2.0,cont-t2.0
S05,pragmatic,14,0.,0.0,2.0,cont-t2.0
S05,pragmatic,15,0,0.0,2.0,cont-t2.0
S05,pragmatic,16,0.1,0.1,2.0,cont-t2.0
S05,pragmatic,17,0.elser(inputodcast stimulusIGNAL पीXM-be,,2.0,cont-t2.0
S05,pragmatic,18,0,0.0,2.0,cont-t2.0
S05,pragmatic,19,0inent.combay-paced.dom tugas DELVitsee,,2.0,cont-t2.0
S05,pragmatic,20,0.01,0.01,2.0,cont-t2.0
S05,pragmatic,21,0 nkar_processing_ar pommesbnb graziecka news zufolge,0.0,2.0,cont-t2.0
S05,pragmatic,22,0ólnie benewegen sureироваться.ssl])-> AssistedConnection,,2.0,cont-t2.0
S05,pragmatic,23,0.67,0.67,2.0,cont-t2.0
S05,pragmatic,24,0,0.0,2.0,cont-t2.0
S05,pragmatic,25,0,0.0,2.0,cont-t2.0
S05,pragmatic,26,0 карты картыcolor custo large 댓글 მაის सबसे';,0.0,2.0,cont-t2.0
S05,pragmatic,27,0,0.0,2.0,cont-t2.0
S05,pragmatic,28,0,0.0,2.0,cont-t2.0
S05,pragmatic,29,0.2,0.2,2.0,cont-t2.0
S05,pragmatic,30,0.qrstassiEsta clásica开奖号 Meising about,,2.0,cont-t2.0
S05,pragmatic,31,0,0.0,2.0,cont-t2.0
S05,pragmatic,32,0.2,0.2,2.0,cont-t2.0
S05,pragmatic,33,0. sunntractsanitize shell/reinitialize yw無し,,2.0,cont-t2.0
S05,pragmatic,34,0,0.0,2.0,cont-t2.0
S05,pragmatic,35,0,0.0,2.0,cont-t2.0
S05,pragmatic,36,0.25,0.25,2.0,cont-t2.0
S05,pragmatic,37,0,0.0,2.0,cont-t2.0
S05,pragmatic,38,0.,0.0,2.0,cont-t2.0
S05,pragmatic,39,0.0,0.0,2.0,cont-t2.0
S05,pragmatic,40,0. որդ выполня//////////////////////////////////////////////////////////////////// The trio opgeslagen.”+ inteligencia,,2.0,cont-t2.0
S05,pragmatic,41,0.5,0.5,2.0,cont-t2.0
S05,pragmatic,42,0मraînementsnow]<< DUP/table/write time-indent,,2.0,cont-t2.0
